incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
Relay Fire,Y,2013-08-04 18:00:00+00:00,2013-08-04 16:29:00+00:00,CAL FIRE/Riverside County  Fire,Riverside,2429487,60,100,nan,CAL FIRE/Riverside County  Fire,-116.99895,33.91027,nan,0658b1f8-5323-4152-b6d1-b208736587db,2013-08-04 18:00:00+00:00,8/4/2013,8/4/2013,N
Water Fire,Y,2013-07-25 18:30:00+00:00,2013-07-23 09:15:00+00:00,Kern County Fire,Kern,906883,612,100,nan,Kern County Fire,-118.93388,34.90327,nan,86faecab-ed3a-4fce-95cf-89433a825c72,2013-07-25 18:30:00+00:00,7/25/2013,7/23/2013,N
Pratt Fire,Y,2013-07-23 16:00:00+00:00,2013-07-23 13:29:00+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,45,100,nan,CAL FIRE Mendocino Unit,-123.067671,38.980846,nan,f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1,2013-07-23 16:00:00+00:00,7/23/2013,7/23/2013,N
Rancho Fire,Y,2022-10-24 11:42:25+00:00,2013-07-19 12:00:00+00:00,CAL FIRE / Kern County Fire / State Parks / US Forest Service,Kern,906883,500,100,Oak Knolls Road,"CAL FIRE / Kern County Fire / State Parks / US Forest Service, Cal Fire, United States Forest Service, Ventura County Fire, Kern County Sheriff Department, Calif State Parks, Calif Highway Patrol",-118.9194,34.882,nan,591a56a5-e9c0-45a0-96bd-34098588c39b,2013-07-22 18:45:00+00:00,7/22/2013,7/19/2013,N
Paskenta Fire,Y,2013-07-19 15:00:00+00:00,2013-07-19 13:32:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,195,100,nan,CAL FIRE Tehama-Glenn Unit,-122.330879,39.961309,nan,4423899b-6197-4ef5-9f73-bca1763f17e6,2013-07-19 15:00:00+00:00,7/19/2013,7/19/2013,N
Lakeville Fire,Y,2013-07-26 17:45:00+00:00,2013-07-26 13:45:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,488436,158,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.51253,38.17693,nan,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,2013-07-26 17:45:00+00:00,7/26/2013,7/26/2013,N
50 Fire,Y,2013-07-19 17:15:00+00:00,2013-07-19 14:12:00+00:00,CAL FIRE / Sacramento Metropolitan Fire,"El Dorado, Sacramento",1770924,163,100,nan,CAL FIRE / Sacramento Metropolitan Fire,-121.08438,38.63987,nan,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,2013-07-19 17:15:00+00:00,7/19/2013,7/19/2013,N
Heacock Fire,Y,2013-07-20 19:30:00+00:00,2013-07-19 16:21:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,40,100,nan,CAL FIRE / Riverside County Fire,-117.2508,33.9634,nan,8fb3a438-3146-4b8d-8f20-bfa8d6610f84,2013-07-20 19:30:00+00:00,7/20/2013,7/19/2013,N
Gilman Fire,Y,2013-07-19 19:30:00+00:00,2013-07-19 17:31:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,15,100,nan,CAL FIRE / Riverside County Fire,-117.09306,33.94528,nan,2b300dd5-4474-4b8a-9b4c-3a3014afe27d,2013-07-19 19:30:00+00:00,7/19/2013,7/19/2013,N
Chuckwagon Fire,Y,2013-07-23 15:10:00+00:00,2013-07-22 12:34:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,31,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.696362,37.965364,nan,68dadbb3-6a63-483a-add9-491a69d9e0ad,2013-07-23 15:10:00+00:00,7/23/2013,7/22/2013,N
Power Fire,Y,2013-08-14 08:30:00+00:00,2013-08-05 06:00:00+00:00,Stanislaus National Forest,Tuolumne,54993,1070,100,nan,Stanislaus National Forest,-120.02778,38.25108,nan,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,2013-08-14 08:30:00+00:00,8/14/2013,8/5/2013,N
Falls Fire,Y,2013-08-09 18:45:00+00:00,2013-08-05 10:10:00+00:00,Cleveland National Forest / CAL FIRE Riverside Unit,Riverside,2429487,1383,100,nan,Cleveland National Forest / CAL FIRE Riverside Unit,-117.40288,33.62236,nan,4867ac70-663e-48f4-b9ae-ca0a486234ca,2013-08-09 18:45:00+00:00,8/9/2013,8/5/2013,N
Tram Fire,Y,2013-08-08 09:00:00+00:00,2013-08-06 13:39:00+00:00,San Bernardino National Forest,Riverside,2429487,60,100,nan,San Bernardino National Forest,-116.61,38.838,nan,ac568737-dae6-4050-b1f4-62ab1f9ec930,2013-08-08 09:00:00+00:00,8/8/2013,8/6/2013,N
Indian Fire,Y,2013-08-07 18:30:00+00:00,2013-08-07 12:35:00+00:00,CAL FIRE Sanoma-Lake-Napa Unit,Lake,68024,38,100,nan,CAL FIRE Sanoma-Lake-Napa Unit,-122.5906,39.1591,nan,b5b63934-923d-4504-a9b1-75c885477a8d,2013-08-07 18:30:00+00:00,8/7/2013,8/7/2013,N
Silver Fire,Y,2022-10-24 11:38:40+00:00,2013-08-07 14:05:00+00:00,CAL FIRE Riverside Unit / San Bernardino National Forest,Riverside,2429487,20292,100,Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,"CAL FIRE Riverside Unit / San Bernardino National Forest, Federal, State and Local Agencies from throughout the Western United States are assisting.",-116.90427,33.86157,nan,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,2013-08-12 18:00:00+00:00,8/12/2013,8/7/2013,N
Corral Complex,Y,2013-08-12 12:00:00+00:00,2013-08-10 11:40:00+00:00,Six Rivers National Forest,Humboldt,136132,12503,100,nan,Six Rivers National Forest,-123.488,41.035,nan,f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6,2013-08-12 12:00:00+00:00,8/12/2013,8/10/2013,N
Cottonwood Fire,Y,2013-08-15 17:00:00+00:00,2013-08-15 14:40:00+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,50,100,nan,CAL FIRE Siskiyou Unit,-122.578393,41.923323,nan,e16c204e-58d6-4f78-bc97-729b16ef9f83,2013-08-15 17:00:00+00:00,8/15/2013,8/15/2013,N
Union Fire,Y,2013-08-16 17:55:00+00:00,2013-08-16 13:55:00+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,116,100,nan,CAL FIRE Amador-El Dorado Unit,-120.839075,38.682378,nan,db009f8f-8b9d-44bb-a3f6-83f319c84d72,2013-08-16 17:55:00+00:00,8/16/2013,8/16/2013,N
Sharp Fire,Y,2013-08-13 23:45:00+00:00,2013-08-08 12:15:00+00:00,Angeles National Forest,San Bernardino,2180563,243,100,nan,Angeles National Forest,-117.62,34.35,nan,62eabea3-40be-497d-94e4-150f011b925f,2013-08-13 23:45:00+00:00,8/13/2013,8/8/2013,N
Cloverdale Fire,Y,2013-08-14 20:35:00+00:00,2013-08-14 15:37:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,27,100,nan,CAL FIRE Shasta-Trinity Unit,-122.48259,40.473356,nan,0537a175-8fe9-4f5f-b56f-77848fa195f4,2013-08-14 20:35:00+00:00,8/14/2013,8/14/2013,N
Swedes Fire,Y,2022-10-24 11:43:04+00:00,2013-08-16 16:37:00+00:00,CAL FIRE Butte Unit,Butte,213605,2264,100,nan,"CAL FIRE Butte Unit, United States Forest Service, Oroville Fire Department, El Medio Fire Department, Chico Fire Department, Butte County Sheriff, California Highway Patrol, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Bureau of Land Management, South Feather Water and Power, Red Cross, North Valley Animal Rescue Group.",-121.38236,39.446268,nan,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,2013-08-22 18:00:00+00:00,8/22/2013,8/16/2013,N
American Fire,Y,2013-08-30 08:00:00+00:00,2013-08-10 16:30:00+00:00,Tahoe National Forest,Placer,406608,27440,100,nan,Tahoe National Forest,-120.65,39.12,nan,8213f5c7-34fa-403b-a4bc-da2ace6e6625,2013-08-30 08:00:00+00:00,8/30/2013,8/10/2013,N
Coyote Fire,Y,2013-08-12 09:30:00+00:00,2013-08-09 15:51:00+00:00,CAL FIRE Lassen-Modoc Unit,Lassen,31873,97,100,nan,CAL FIRE Lassen-Modoc Unit,-120.958126,40.88886,nan,2b84c8a2-e2e8-45a2-9221-e8075608c218,2013-08-12 09:30:00+00:00,8/12/2013,8/9/2013,N
Pierce Fire,Y,2013-08-16 21:00:00+00:00,2013-08-16 13:31:00+00:00,CAL FIRE/Riverside County Fire,Riverside,2429487,40,100,nan,CAL FIRE/Riverside County Fire,-116.10815,33.570291,nan,f23f8148-6ec4-4885-9729-0dad7c744485,2013-08-16 21:00:00+00:00,8/16/2013,8/16/2013,N
Double Fire,Y,2013-08-18 18:30:00+00:00,2013-08-16 17:57:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,70,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.491894,39.013682,nan,ae025ba5-8b5d-48de-ad5e-3037de3d18e9,2013-08-18 18:30:00+00:00,8/18/2013,8/16/2013,N
Bridges Fire,Y,2013-08-19 07:10:00+00:00,2013-08-17 10:11:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,45674,46,100,nan,"CAL FIRE Tuolumne-Calaveras Unit, Altaville/Melones Fire; Angels City Fire; Murphys Fire; West Point Fire; Central Fire; San Joaquin County; Stanislaus County; Stanislaus National Forest; Los Angeles County Fire.",-120.45233,38.06231,nan,10445e2c-979d-49a2-82c2-c3789bd2449a,2013-08-19 07:10:00+00:00,8/19/2013,8/17/2013,N
Cleghorn Fire,Y,2013-08-18 20:55:00+00:00,2013-08-17 17:25:00+00:00,San Bernardino National Forest,San Bernardino,2180563,110,100,nan,San Bernardino National Forest,-117.451,34.287,nan,c7f05927-66a4-403c-9048-aeb42eca0211,2013-08-18 20:55:00+00:00,8/18/2013,8/17/2013,N
Clover Fire,Y,2013-09-15 07:30:00+00:00,2013-09-09 12:32:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,8073,100,nan,"CAL FIRE Shasta-Trinity Unit, USFS, City of Redding, Anderson Fire Protection District, Burney Fire Protection District, Cottonwood Fire Protection District, Happy Valley Fire Protection District, Shasta County Sheriffs Dept., CHP, Redding Police Dept., Cal OES, PG&E",-122.535496,40.498332,nan,92af9783-eda9-4186-afe9-447f61a92636,2013-09-15 07:30:00+00:00,9/15/2013,9/9/2013,N
Plumas Lightning Complex (Hough),Y,2013-08-25 13:15:00+00:00,2013-08-18 18:30:00+00:00,Plumas National Forest,Plumas,19650,513,100,nan,Plumas National Forest,-120.764666,40.00842,nan,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,2013-08-25 13:15:00+00:00,8/25/2013,8/18/2013,N
Shirley Fire,Y,2013-08-24 13:45:00+00:00,2013-08-18 23:12:00+00:00,Sequoia National Forest,Kern,906883,794,100,nan,Sequoia National Forest,-118.588,35.707,nan,5421868e-52ba-4737-8169-325e0aa040e4,2013-08-24 13:45:00+00:00,8/24/2013,8/18/2013,N
Burney Lightning Series (Warner Fire),Y,2013-08-23 19:15:00+00:00,2013-08-19 17:48:00+00:00,CAL FIRE Shasta Unit ,Shasta,181852,196,100,nan,CAL FIRE Shasta Unit ,-121.3754,40.5445,nan,f21a41c6-0905-4531-9bdf-2456d0051eed,2013-08-23 19:15:00+00:00,8/23/2013,8/19/2013,N
Sierra Fire,Y,2013-09-30 08:30:00+00:00,2013-09-24 15:51:00+00:00,San Bernardino National Forest/CAL FIRE San Bernardino Unit,San Bernardino,2180563,200,100,nan,San Bernardino National Forest/CAL FIRE San Bernardino Unit,-117.417,34.2,nan,f7358513-329f-4dba-8980-4cd3a19b469a,2013-09-30 08:30:00+00:00,9/30/2013,9/24/2013,N
Deer Fire,Y,2013-08-29 16:45:00+00:00,2013-08-23 14:15:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,11429,100,nan,"CAL FIRE Tehama-Glenn Unit, CDCR, USFS, California Fish & Wildlife, California National Guard, Tehama County Sheriff's Office, PG&E",-121.85397,40.04263,nan,956dbcf6-db40-4b61-b235-4ede14738f1e,2013-08-29 16:45:00+00:00,8/29/2013,8/23/2013,N
Gobblers Fire,Y,2013-08-20 13:32:00+00:00,2013-08-20 13:32:00+00:00,San Bernardino National Forest,San Bernardino,2180563,413,100,nan,San Bernardino National Forest,-117.598,34.302,nan,b202bd85-c5ef-4bdf-8270-d556f95c3742,2013-08-20 13:32:00+00:00,8/20/2013,8/20/2013,N
Fish Fire,Y,2013-09-24 20:15:00+00:00,2013-08-24 14:31:00+00:00,Sequoia National Forest,Tulare,473446,2060,100,nan,Sequoia National Forest,-118.444,36.208,nan,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,2013-09-24 20:15:00+00:00,9/24/2013,8/24/2013,N
Empire Fire,Y,2013-08-24 11:45:00+00:00,2013-08-24 14:54:00+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,38,100,nan,CAL FIRE Amador-El Dorado Unit,-120.84716,38.89555,nan,fea7802f-ba70-450a-9ad1-96e2751293a9,2013-08-24 11:45:00+00:00,8/24/2013,8/24/2013,N
Little Fire,Y,2013-08-30 08:00:00+00:00,2013-08-24 15:09:00+00:00,San Bernardino National Forest,San Bernardino,2180563,97,100,nan,San Bernardino National Forest,-116.706,33.642,nan,b5109726-5e91-4c10-96f8-2a5bb72e5a59,2013-08-30 08:00:00+00:00,8/30/2013,8/24/2013,N
Chestnut Fire,Y,2013-09-07 20:00:00+00:00,2013-09-07 13:55:00+00:00,CAL FIRE San Mateo-Santa Cruz Unit,San Mateo,754250,41,100,nan,CAL FIRE San Mateo-Santa Cruz Unit,-122.427285,37.667295,nan,b30ee931-f349-4d21-a38a-d346c516b104,2013-09-07 20:00:00+00:00,9/7/2013,9/7/2013,N
Morgan Fire,Y,2013-09-14 17:30:00+00:00,2013-09-08 13:08:00+00:00,CAL FIRE Santa-Clara Unit,Contra Costa,1162648,3111,100,nan,"CAL FIRE Santa-Clara Unit, CAL FIRE, East Contra Costa Fire Protection District, Contra Costa Fire Protection District, San Ramon Valley Fire, East Bay Regional Parks, CALOES, CDCR, California State Parks, California Highway Patorl, CalTrans, Contra Costa County Sheriff's Department, Contra Costa Public Works, Clayton PD, PG&E, America Red Cross and the Salvation Army.",-121.882582,37.90757,nan,e33b2d80-7fec-4470-9e79-440d349b0d95,2013-09-14 17:30:00+00:00,9/14/2013,9/8/2013,N
Angora Fire,Y,2013-09-24 20:15:00+00:00,2013-09-08 11:53:00+00:00,Sequoia National Forest,Tulare,473446,134,100,nan,Sequoia National Forest,-118.459,36.258,nan,d332a628-6290-4e91-b8d0-4dc663b80c38,2013-09-24 20:15:00+00:00,9/24/2013,9/8/2013,N
Liveoak Fire,Y,2013-09-12 08:45:00+00:00,2013-09-11 16:57:00+00:00,CAL FIRE San Bernardino Unit,San Bernardino,2180563,73,100,nan,CAL FIRE San Bernardino Unit,-117.106075,34.003151,nan,31f21c59-8a94-4b17-91aa-88ca14817162,2013-09-12 08:45:00+00:00,9/12/2013,9/11/2013,N
Madre Fire,Y,2013-09-28 08:00:00+00:00,2013-09-23 18:00:00+00:00,Angeles National Forest/Los Angeles County Fire,Los Angeles,9936690,268,100,nan,Angeles National Forest/Los Angeles County Fire,-117.908,34.149,nan,eb5a3f2a-0c25-417a-af78-bb0d643247c7,2013-09-28 08:00:00+00:00,9/28/2013,9/23/2013,N
Davis Creek Complex,Y,2013-09-24 20:15:00+00:00,2013-09-05 15:57:00+00:00,Modoc National Forest ,Modoc,8651,97,100,nan,Modoc National Forest ,-120.375,41.73325,nan,308ce8d5-67c8-4edb-9e2f-bf6295f98d7e,2013-09-24 20:15:00+00:00,9/24/2013,9/5/2013,N
Tyler Fire,Y,2013-08-31 21:30:00+00:00,2013-08-31 14:42:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,102322,52,100,nan,CAL FIRE Nevada-Yuba-Placer Unit,-121.107022,39.333401,nan,1476673c-df55-4c39-b117-d9d067f8a020,2013-08-31 21:30:00+00:00,8/31/2013,8/31/2013,N
Centerville Fire,Y,2013-09-01 18:00:00+00:00,2013-08-31 17:23:00+00:00,CAL FIRE Butte Unit,Butte,213605,80,100,nan,"CAL FIRE Butte Unit, CDCR, PG&E, El Medio Fire",-121.713938,39.731878,nan,dd374f36-e7cb-4a48-91ee-e8be101e0f88,2013-09-01 18:00:00+00:00,9/1/2013,8/31/2013,N
Rail Fire,Y,2013-09-05 21:00:00+00:00,2013-09-07 17:30:00+00:00,Modoc National Forest,Modoc,8651,68,100,nan,Modoc National Forest,-120.959,41.569,nan,0875cf4e-9948-45ed-a76d-d74564319b49,2013-09-05 21:00:00+00:00,9/5/2013,9/7/2013,N
Rim Fire,Y,2013-09-06 18:30:00+00:00,2013-08-17 15:25:00+00:00,Stanislaus National Forest/Yosemite National Park,Tuolumne,54993,257314,100,nan,Stanislaus National Forest/Yosemite National Park,-120.086,37.857,nan,5fb18d4d-213f-4d83-a179-daaf11939e78,2013-09-06 18:30:00+00:00,9/6/2013,8/17/2013,N
Lyon Fire,Y,2013-09-12 18:15:00+00:00,2013-09-09 13:09:00+00:00,CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,3289701,263,100,nan,"CAL FIRE San Diego Unit / Cleveland National Forest, CAL FIRE, USFS, CHP, San Diego Co. Sheriff, County Animal Control, SDG&E, Red Cross, SDCO Fire Authority",-116.746023,32.710918,nan,f6f6fefa-ac4e-466f-815e-492416e37b98,2013-09-12 18:15:00+00:00,9/12/2013,9/9/2013,N
Lakeshore Fire,Y,2013-09-15 17:14:00+00:00,2013-09-15 19:45:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,30,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.683,38.9777,nan,51e00abb-53d0-4014-9224-2a853b1d6bcf,2013-09-15 17:14:00+00:00,9/15/2013,9/15/2013,N
Creek Fire,Y,2013-09-24 17:30:00+00:00,2013-09-24 03:20:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,94,100,nan,CAL FIRE San Luis Obispo Unit,-120.8358,35.4393,nan,ac469123-da14-4821-b824-c6cf66138514,2013-09-24 17:30:00+00:00,9/24/2013,9/24/2013,N
Highland Fire,Y,2013-09-29 18:15:00+00:00,2013-09-28 13:57:00+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,98,100,nan,CAL FIRE Mendocino Unit,-122.966,38.9252,nan,b20a2031-12c9-4e9c-9f44-ac82c26e6c66,2013-09-29 18:15:00+00:00,9/29/2013,9/28/2013,N
Putah Fire,Y,2013-10-04 16:55:00+00:00,2013-10-03 20:33:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,137384,376,100,nan,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Bureau of Reclamation",-122.289,38.628,nan,1f94fce5-49a5-4220-bc99-f003ab4d3e60,2013-10-04 16:55:00+00:00,10/4/2013,10/3/2013,N
Crane Fire,Y,2013-10-05 07:45:00+00:00,2013-10-04 12:25:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,488436,159,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.6503,38.34599,nan,1460f2d9-853b-4901-bed3-ac196e00bb3a,2013-10-05 07:45:00+00:00,10/5/2013,10/4/2013,N
DeLuz Fire,Y,2013-10-09 19:00:00+00:00,2013-10-05 12:45:00+00:00,Camp Pendleton Marine Corps Base,San Diego,3289701,2236,100,nan,Camp Pendleton Marine Corps Base,-117.3092,33.341,nan,9fb847ce-44c7-4a11-a733-a6cc82838671,2013-10-09 19:00:00+00:00,10/9/2013,10/5/2013,N
Summit Fire,Y,2013-10-05 22:00:00+00:00,2013-10-04 17:37:00+00:00,CAL FIRE Butte Unit,Butte,213605,305,100,nan,CAL FIRE Butte Unit,-121.497,39.439,nan,d922e7c8-814a-412b-a40b-53072d0983ea,2013-10-05 22:00:00+00:00,10/5/2013,10/4/2013,N
Baker Fire,Y,2013-10-09 08:00:00+00:00,2013-10-06 10:52:00+00:00,Orange County Fire Authority,Orange,3175227,40,100,nan,Orange County Fire Authority,-117.6649,33.7655,nan,9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe,2013-10-09 08:00:00+00:00,10/9/2013,10/6/2013,N
Capay Fire,Y,2013-11-04 15:35:00+00:00,2013-11-04 11:41:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,217141,163,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.08725,38.67479,nan,0aa08938-eaab-4a60-8891-946197328f94,2013-11-04 15:35:00+00:00,11/4/2013,11/4/2013,N
Dersch Fire,Y,2013-11-07 19:45:00+00:00,2013-11-07 16:10:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,33,100,nan,CAL FIRE Shasta-Trinity Unit,-122.140914,40.483662,nan,29a2efda-c28f-4a41-9c6d-8cb8f763d464,2013-11-07 19:45:00+00:00,11/7/2013,11/7/2013,N
Toro Fire,Y,2013-11-09 17:00:00+00:00,2013-11-08 10:30:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,51,100,Toro Creek Road remains closed to non-emergency traffic at Summit Road North of Highway 41. ,"CAL FIRE San Luis Obispo Unit, United States Forest Service, Atascadero City Fire, Paso Robles Fire, San Luis Obispo City Fire, Templeton Fire, Morro Bay City Fire and Cayucos Fire Departments. As well as San Luis Obispo County Sheriffâ€™s Department, and the California Highway Patrol.",-120.751555,35.457978,nan,587c03e3-4831-47c1-8c03-c08176e91b11,2013-11-09 17:00:00+00:00,11/9/2013,11/8/2013,N
Cantwell Fire,Y,2013-11-10 18:30:00+00:00,2013-11-08 13:42:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,120,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.567525,38.882214,nan,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,2013-11-10 18:30:00+00:00,11/10/2013,11/8/2013,N
Silverado Fire,Y,2013-11-23 18:30:00+00:00,2013-11-21 21:39:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Napa,137384,190,100,nan,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Rutherford VFD, Soda Canyon VFD, Napa County Sheriffâ€™s Office, and California Dept. of Corrections and Rehabilitation",-122.311,38.382,nan,79d476e5-0b4d-48e2-a105-2bba5c1140e9,2013-11-23 18:30:00+00:00,11/23/2013,11/21/2013,N
Wheeler Fire,Y,2013-11-15 16:00:00+00:00,2013-11-14 11:05:00+00:00,Ventura County Fire Department,Ventura,842009,64,100,nan,Ventura County Fire Department,-119.13249,34.384,nan,0adb968c-eb85-41c5-8e08-04c0ec386c79,2013-11-15 16:00:00+00:00,11/15/2013,11/14/2013,N
Retek Fire,Y,2013-11-22 17:30:00+00:00,2013-11-22 10:06:00+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,82,100,nan,CAL FIRE Mendocino Unit,-123.1478,39.0442,nan,e9e43213-b2fc-47bc-92cd-117ccd6e4780,2013-11-22 17:30:00+00:00,11/22/2013,11/22/2013,N
McCabe Fire,Y,2013-11-27 18:15:00+00:00,2013-11-22 02:04:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,488436,3505,100,nan,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Geyserville FPD, Healdsburg FD, Cloverdale FPD, Santa Rosa FD, Sonoma Valley FRA, Glen Ellen FPD, Schell-Vista FPD, Forestville FPD, Graton FPD, Gold Ridge FPD, Occidental CSD, Bennett Valley FPD, Sebastopol FD, Rancho Adobe FPD, CHP, Cal Trans, Sonoma County Sheriffâ€™s, CAL OES, California Department of Correction and Rehabilitation, Sonoma County Fire Services, Bureau of Land Management, United States Forest Service.",-122.8498,38.8167,nan,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,2013-11-27 18:15:00+00:00,11/27/2013,11/22/2013,N
Bruner Fire,Y,2013-11-24 08:45:00+00:00,2013-11-23 12:04:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,50,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.7656,39.0448,nan,3f3e234c-04e1-4941-a79f-23ddc419bf59,2013-11-24 08:45:00+00:00,11/24/2013,11/23/2013,N
Dam Fire,Y,2013-11-24 18:45:00+00:00,2013-11-23 14:17:00+00:00,CAL FIRE Sonoma-Lake-Napa Unit,Lake,68024,23,100,nan,CAL FIRE Sonoma-Lake-Napa Unit,-122.5818,38.9289,nan,720f1d0a-81b7-4a00-85db-be3d9587ea3e,2013-11-24 18:45:00+00:00,11/24/2013,11/23/2013,N
Grant Fire,Y,2013-12-31 16:00:00+00:00,2013-12-31 05:30:00+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,40,100,nan,CAL FIRE Santa Clara Unit,-121.717706,37.342186,nan,7a168690-06e5-4056-97c8-73b834204744,2013-12-31 16:00:00+00:00,12/31/2013,12/31/2013,N
Campbell Fire,Y,2014-01-10 18:30:00+00:00,2014-01-02 20:00:00+00:00,Lassen National Forest,Tehama,65484,865,100,nan,Lassen National Forest,-121.790183,40.134597,nan,353e7df7-440c-4c41-a27c-b35bb1e2831c,2014-01-10 18:30:00+00:00,1/10/2014,1/2/2014,N
Colby Fire,Y,2014-01-27 10:00:00+00:00,2014-01-16 05:50:00+00:00,Angeles National Forest and LA County Fire Department,Los Angeles,9936690,1952,100,nan,Angeles National Forest and LA County Fire Department,-117.8816,34.1703,nan,1fe0ea01-23e8-47a1-8fbd-ced6cf655e4d,2014-01-27 10:00:00+00:00,1/27/2014,1/16/2014,N
Red Fire,Y,2014-01-08 19:15:00+00:00,2014-01-04 12:00:00+00:00,CAL FIRE Humboldt Del-Norte Unit,Humboldt,136132,333,100,nan,CAL FIRE Humboldt Del-Norte Unit,-123.773779,40.884415,nan,6d75c6a4-12cb-4f18-8951-f2737e980916,2014-01-08 19:15:00+00:00,1/8/2014,1/4/2014,N
Lake Fire,Y,2014-01-26 18:00:00+00:00,2014-01-25 06:37:00+00:00,CAL FIRE Fresno-Kings Unit,Fresno,1008280,106,100,nan,CAL FIRE Fresno-Kings Unit,-119.3415,36.8266,nan,d529636e-33d0-484b-9c6f-093ba33736b7,2014-01-26 18:00:00+00:00,1/26/2014,1/25/2014,N
Gun Fire,Y,2014-03-11 11:00:00+00:00,2014-03-08 12:30:00+00:00,USFS - Cleveland National Forest,San Diego,3289701,125,100,nan,USFS - Cleveland National Forest,-116.49,32.81,nan,a67fe9bc-b8ec-4ed1-a2e8-06623aab7039,2014-03-11 11:00:00+00:00,3/11/2014,3/8/2014,N
Encinal Fire,Y,2014-03-21 18:00:00+00:00,2014-03-19 16:45:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,400,100,nan,CAL FIRE San Benito-Monterey Unit,-121.4819,36.6313,nan,cb580f06-5d43-46aa-8b2c-f2b5a21eff02,2014-03-21 18:00:00+00:00,3/21/2014,3/19/2014,N
Van Buren Fire,Y,2014-03-29 17:15:00+00:00,2014-03-28 14:31:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,57,100,nan,CAL FIRE / Riverside County Fire,-116.1985,33.5982,nan,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa,2014-03-29 17:15:00+00:00,3/29/2014,3/28/2014,N
